id,repeatProbability
1900594907,0.186
1900595188,0.112
1900607608,0.134
1900609238,0.06
1900702387,0.084
1900715197,0.208
1900722649,0.062
1900723538,0.014
1901081415,0.112
1901276839,0.21
1901295685,0.1
1901296618,0.046
1901306654,0.036
1901306954,0.062
1901313687,0.092
1901315815,0.04
1901316402,0.43
1901328987,0.162
1901329061,0.062
1901331505,0.138
1901331859,0.098
1901343418,0.216
1901356693,0.14
1901507125,0.046
1901524028,0.126
1901525454,0.032
1901542219,0.082
1901551608,0.194
1901863537,0.106
1902076873,0.178
1902106982,0.408
1902115484,0.036
1902122535,0.32
1902125538,0.006
1902135682,0.092
1902138783,0.076
1902143019,0.066
1902146815,0.054
1902149812,0.15
1902152660,0.19
1902166882,0.034
1902180460,0.044
1902185375,0.16
1902203921,0.488
1902214790,0.012
1902316958,0.032
1902322030,0.176
1902669589,0.034
1902785390,0.006
1902841203,0.002
1902844607,0.014
1902911580,0.052
1902932606,0.208
1902949766,0.086
1902953270,0.508
1902953737,0.304
1902958187,0.086
1902958412,0.078
1902962461,0.13
1902965329,0.016
1902965605,0.058
1902965926,0.1
1902983414,0.042
1902987787,0.034
1903004485,0.068
1903150868,0.036
1903164944,0.028
1903172049,0.066
1903495918,0.21
1903499108,0.018
1903798617,0.016
1903798913,0.082
1903836117,0.12
1903860762,0.08
1903862253,0.36
1903872404,0.468
1903872976,0.042
1903876953,0.092
1903877291,0.202
1903878962,0.27
1903904173,0.074
1903904825,0.526
1903910973,0.02
1903914232,0.01
1903920636,0.044
1903922188,0.006
1903934929,0.078
1903977002,0.094
1903991815,0.07
1904000631,0.076
1904002204,0.106
1904021809,0.096
1904074134,0.07
1904074379,0.024
1904076715,0.164
1904084090,0.072
1904094734,0.05
1904101473,0.156
1904128349,0.2
1904159532,0.138
1904159858,0.444
1904161974,0.018
1904303376,0.142
1904317377,0.06
1904320598,0.07
1904433832,0.086
1904470790,0.114
1905136812,0.082
1905157021,0.05
1905204993,0.138
1905406896,0.506
1905616899,0.09
1905635678,0.072
1905655285,0.124
1905657420,0.326
1905658862,0.172
1905670742,0.038
1905671705,0.038
1905689721,0.048
1905697047,0.102
1905702491,0.014
1905724194,0.122
1905745389,0.098
1905832625,0.442
1905851409,0.064
1905871774,0.342
1905886905,0.564
1905887411,0.086
1905888427,0.008
1905896159,0.108
1906188940,0.034
1906228472,0.102
1906455635,0.064
1906495801,0.142
1906519617,0.098
1906525439,0.228
1906529971,0.1
1906535894,0.164
1906548517,0.112
1906549650,0.074
1906583511,0.118
1906604328,0.008
1906616869,0.014
1906617234,0.054
1906617247,0.04
1906681526,0.028
1906693811,0.116
1907168208,0.012
1907278869,0.086
1907288689,0.176
1907336062,0.03
1907347226,0.034
1907351179,0.598
1907352940,0.128
1907360059,0.03
1907361146,0.036
1907361314,0.002
1907365809,0.166
1907371814,0.226
1907400786,0.088
1907414011,0.084
1907420643,0.054
1907437845,0.058
1907440846,0.078
1907460231,0.1
1907504200,0.03
1907515741,0.012
1907524041,0.076
1907529736,0.056
1907534044,0.038
1907534544,0.43
1907538694,0.15
1907560815,0.006
1908082135,0.12
1908094527,0.014
1908096428,0.126
1908121827,0.414
1908123180,0.08
1908123977,0.062
1908134907,0.092
1908136008,0.174
1908142039,0.388
1908146019,0.076
1908146345,0.058
1908157886,0.27
1908162349,0.05
1908172092,0.198
1908208542,0.226
1908208657,0.138
1908221603,0.064
1908257525,0
1908352452,0.21
1908352603,0.054
1908357106,0.02
1908367166,0.124
1908367804,0.01
1908934885,0.154
1908950668,0.128
1908954222,0.018
1908954372,0.008
1908966907,0.122
1908967759,0.282
1908968895,0.012
1908971605,0.068
1908974843,0.022
1908975202,0.042
1908980340,0.104
1908980444,0.068
1909043233,0.114
1909068752,0.01
1909144728,0.188
1909157577,0.028
1909164424,0.032
1909167331,0.194
1909173941,0.012
1909182861,0.02
1909187776,0.074
1909655366,0.244
1909817015,0.176
1909848473,0.166
1909852386,0.014
1909902013,0.08
1909908278,0.054
1909909026,0.002
1909913652,0.138
1909931521,0.064
1909958426,0.02
1909964082,0.086
1909964342,0.24
1909970959,0.008
1909972154,0.032
1909977756,0.094
1909987419,0.12
1909987737,0.078
1910003341,0.056
1910037726,0.094
1910050182,0.098
1910057707,0.316
1910057848,0.136
1910066873,0.186
1910080442,0.054
1910087511,0.036
1910100661,0.162
1910100747,0.046
1910152317,0.148
1910180345,0.058
1910190234,0.118
1910228407,0.154
1910231749,0.218
1910240760,0.188
1910268362,0.072
1910341407,0.096
1910343872,0.094
1910458857,0.03
1910479542,0.016
1910484851,0.044
1910515626,0.344
1910536226,0.058
1910552590,0.018
1910561731,0.142
1911284349,0.144
1911296996,0.216
1911761619,0.086
1911773730,0.092
1911778742,0.518
1911801151,0.132
1911801510,0.1
1911811934,0.146
1911819924,0.142
1911828091,0.432
1911834997,0.11
1911835366,0.092
1911841447,0.088
1911841965,0.26
1911842950,0.344
1911844589,0.084
1911850262,0.066
1911850874,0.15
1911858877,0.068
1911865538,0.186
1911869532,0.168
1911871264,0.11
1911895689,0.116
1911921564,0.326
1911922401,0.534
1911928849,0.062
1911931278,0.078
1912089850,0.05
1912113755,0.038
1912125847,0.19
1912126433,0.12
1912455797,0.402
1912459260,0.104
1912733290,0.016
1912754563,0.122
1912768149,0.064
1912768169,0.11
1912774510,0.016
1912779937,0.084
1912796960,0.352
1912817543,0.128
1912819491,0.162
1912896149,0.09
1912911980,0.232
1912934995,0.116
1912984104,0.116
1912989290,0.058
1913004490,0.44
1913012953,0.526
1913025534,0.12
1913568567,0.186
1913579621,0.034
1913582810,0.054
1913584803,0.084
1913586250,0.166
1913588718,0.332
1913588869,0.028
1913605649,0.06
1913615888,0.03
1913653996,0.156
1913654576,0.072
1913681745,0.006
1913692455,0.042
1913697320,0.208
1913721389,0.15
1913728431,0.318
1913758389,0.042
1913770037,0.048
1913772262,0.016
1913786801,0.24
1913798653,0.33
1913799423,0.654
1914355000,0.006
1914363973,0.046
1914374067,0.004
1914377449,0.042
1914377453,0.134
1914404962,0.06
1914446608,0.11
1914449627,0.092
1914547366,0.092
1914553569,0.064
1915094163,0.084
1915096642,0.188
1915115744,0.168
1915128508,0.04
1915137764,0.116
1915140152,0.15
1915142083,0.082
1915150113,0
1915164298,0.152
1915182781,0.458
1915192576,0.088
1915257354,0.226
1915303844,0.12
1915318549,0.076
1915320022,0.354
1915887910,0.302
1915909575,0.136
1915912680,0.252
1915939527,0.026
1915964578,0.1
1915980358,0.006
1915982749,0.114
1915985434,0.048
1915985476,0.054
1915991864,0.122
1915992331,0.032
1916003080,0.066
1916018220,0.008
1916045278,0.062
1916045837,0.004
1916049243,0.424
1916049913,0.41
1916068069,0.024
1916069735,0.092
1916087236,0.002
1916094495,0.068
1916095866,0.13
1916099645,0.446
1916100298,0.094
1916103924,0.166
1916105777,0.086
1916109423,0.15
1916120288,0.03
1916138961,0.198
1916178836,0.072
1916180338,0.046
1916181200,0.058
1916182700,0.146
1916208318,0.07
1916230312,0.124
1916415425,0.086
1916427443,0.102
1916446427,0.056
1916463684,0.042
1916473365,0.068
1917177213,0.07
1917235576,0.062
1917584223,0.154
1917595220,0.064
1917596887,0.35
1917622665,0.122
1917646308,0.156
1917646870,0.09
1917653224,0.138
1917657921,0.138
1917659098,0.036
1917662195,0.196
1917673244,0.166
1917704123,0.06
1917724565,0.264
1917724758,0.04
1917743198,0.344
1917744030,0.126
1917788518,0.042
1917862285,0.008
1917879659,0.038
1918430239,0.116
1918430252,0.098
1918432829,0.054
1918457545,0.026
1918457602,0.11
1918458893,0.226
1918501247,0.02
1918513146,0.11
1918532877,0.102
1918540696,0.044
1918569724,0.142
1918590730,0.078
1918593735,0.08
1918710024,0.196
1919252850,0.196
1919291169,0.084
1919295874,0.152
1919298655,0.286
1919298709,0.068
1919308513,0.146
1919309076,0.03
1919310353,0.032
1919315181,0.012
1919316156,0.596
1919318571,0.022
1919325121,0.012
1919326043,0.516
1919326704,0.02
1919333202,0.066
1919334707,0.076
1919340543,0.004
1919349045,0.042
1919371100,0.17
1919372457,0.036
1919387540,0.062
1919395971,0.018
1919479640,0.21
1919520572,0.652
1919528331,0.128
1919531262,0.066
1919538200,0.018
1920061743,0.154
1920075202,0.548
1920093829,0.05
1920120191,0.002
1920128481,0.012
1920129378,0.072
1920132869,0.112
1920136739,0.11
1920138012,0.042
1920139323,0.026
1920141542,0.084
1920163250,0.504
1920166378,0.14
1920172257,0.038
1920199670,0.058
1920200214,0.106
1920201053,0.112
1920224355,0.052
1920338821,0.034
1920345212,0.036
1920348393,0.388
1920866383,0.038
1920933122,0.108
1920933733,0.08
1920936884,0.14
1920938964,0.18
1920951130,0.08
1920959251,0.452
1920960543,0.016
1920983006,0.054
1920998978,0.062
1920999412,0.054
1921045170,0.456
1921045770,0.11
1921046231,0.118
1921047105,0.026
1921048138,0.114
1921082898,0.056
1921085429,0.034
1921102553,0.368
1921111348,0.008
1921187039,0.21
1921191994,0.16
1921220961,0.208
1921846232,0.156
1921868676,0.368
1921896590,0.018
1921910338,0.236
1921919155,0.112
1921919202,0.114
1921928671,0.142
1921951563,0.088
1921952484,0.024
1921952667,0.058
1921952747,0.178
1921981927,0.164
1921982973,0.194
1921983232,0.09
1921987254,0.028
1921987335,0.102
1921987397,0.192
1921990142,0.316
1921993314,0.132
1921997829,0.092
1922028322,0.166
1922030475,0.006
1922037889,0.078
1922048076,0.1
1922057451,0.046
1922078440,0.072
1922082063,0.036
1922130771,0.06
1922196425,0.04
1922197371,0.076
1922218883,0.24
1922272836,0.002
1922283238,0.018
1922325756,0.104
1922354414,0.138
1922364303,0.048
1922401020,0.106
1922420256,0.064
1922486486,0.024
1922495044,0.078
1922495386,0.13
1922518263,0.194
1923190534,0.15
1923213832,0.016
1923215944,0.106
1923221193,0.072
1923336472,0.02
1923382076,0.424
1923556617,0.18
1923562936,0.062
1923578347,0.036
1923583372,0.28
1923603735,0.034
1923612403,0.018
1923618767,0.104
1923618967,0.008
1923621758,0.194
1923622242,0.034
1923622275,0.064
1923622453,0.102
1923626915,0.184
1923626938,0.088
1923636721,0.004
1923637066,0.142
1923639649,0.066
1923649829,0.07
1923652492,0.128
1923668410,0.194
1923674158,0.016
1923692120,0.04
1923757897,0.026
1923809716,0.234
1923824349,0.026
1923834903,0.064
1923852899,0.066
1923871194,0.072
1924208318,0.264
1924215070,0.016
1924217732,0.128
1924218085,0.136
1924415707,0.034
1924439408,0.092
1924442130,0.008
1924442648,0.104
1924463680,0.126
1924469541,0.024
1924480168,0.148
1924481661,0.036
1924483123,0.156
1924487121,0.008
1924487782,0.2
1924494078,0.03
1924498207,0.144
1924503267,0.172
1924524823,0.09
1924529373,0.082
1924544090,0.128
1924560595,0.07
1924587579,0.034
1924588639,0.24
1924680567,0.024
1924682239,0.14
1925046955,0.18
1925048309,0.252
1925050643,0.07
1925050785,0.098
1925236005,0.092
1925245565,0.256
1925271510,0.048
1925271566,0.226
1925274585,0.314
1925279886,0.32
1925292868,0.134
1925296576,0.05
1925302009,0.128
1925302659,0.066
1925302661,0.034
1925304145,0.102
1925348301,0.102
1925366960,0.056
1925373911,0.09
1925447246,0.094
1925463910,0.092
1925527646,0.038
1925529020,0.048
1925531893,0.532
1925879919,0.06
1926037419,0.048
1926073714,0.056
1926098643,0.096
1926117989,0.05
1926142992,0.426
1926145085,0.144
1926154468,0.088
1926160604,0.114
1926179032,0.048
1926194823,0.552
1926259132,0.218
1926259907,0.254
1926268534,0.19
1926336314,0.032
1926341667,0.112
1926355980,0.108
1926362582,0.138
1926680878,0.02
1926711561,0.076
1926903639,0.104
1926903694,0.084
1926955458,0.096
1926955952,0.014
1926961837,0.008
1926968657,0.088
1926990498,0.092
1926996099,0.074
1927019601,0.096
1927032010,0.16
1927067277,0.082
1927117107,0.096
1927162067,0.008
1927534892,0.032
1927540776,0.056
1927646966,0.034
1927788570,0.3
1927789950,0.172
1927808475,0.364
1927856629,0.046
1927859751,0.174
1927875194,0.064
1927901833,0.058
1927931337,0.162
1927931589,0.026
1927931693,0.196
1927933024,0.064
1927933599,0.266
1927938825,0.208
1927992632,0.142
1927994883,0.094
1928007446,0.176
1928012155,0.062
1928023820,0.03
1928034618,0.02
1928039807,0.216
1928078682,0.15
1928082106,0.042
1928088230,0.014
1928153252,0.13
1928231587,0.178
1928360335,0.104
1928395626,0.066
1928446734,0.192
1928476108,0.088
1928496733,0.116
1928509489,0.014
1928552966,0.024
1929201542,0.03
1929257636,0.046
1929302705,0.078
1929314568,0.14
1929461526,0.382
1929678509,0.132
1929710762,0.028
1929733336,0.104
1929741515,0.174
1929748657,0.058
1929749412,0.066
1929755023,0.044
1929764628,0.056
1929767632,0.042
1929802943,0.084
1929831051,0.052
1929897646,0.092
1929976389,0.008
1930006035,0.018
1930027356,0.088
1930034522,0.052
1930575334,0.05
1930578567,0.078
1930596714,0.702
1930597531,0.106
1930599835,0.108
1930609251,0.15
1930616120,0.182
1930623017,0.096
1930628385,0.056
1930631914,0.08
1930634183,0.092
1930677374,0.006
1930677440,0.02
1930678188,0.094
1930695819,0.21
1930774990,0.118
1930875194,0.124
1931191900,0.158
1931300277,0.002
1931415868,0.086
1931458636,0.154
1931462186,0.024
1931463856,0.134
1931468571,0.358
1931468890,0.064
1931470661,0.118
1931496303,0.084
1931512570,0.198
1931512785,0.066
1931513015,0.094
1931515101,0.064
1931530968,0.454
1931538354,0.134
1931545588,0.14
1931562916,0.032
1931655389,0.254
1931680719,0.032
1931693301,0.2
1931712216,0.284
1931712690,0.086
1932012244,0.018
1932045212,0.086
1932232214,0.074
1932239193,0.26
1932252366,0.298
1932264649,0.11
1932271170,0.06
1932276348,0.084
1932278070,0.098
1932279074,0.09
1932285665,0.054
1932290097,0.016
1932303124,0.044
1932347857,0.06
1932349235,0.05
1932350082,0.054
1932364007,0.09
1932415014,0.168
1932425507,0.006
1932435933,0.222
1932484919,0.132
1932514879,0.04
1932859644,0.196
1932865961,0.128
1932878307,0.094
1932957738,0.168
1933073672,0.008
1933095437,0.124
1933110707,0.05
1933118368,0.12
1933122778,0.164
1933131607,0.004
1933139906,0.102
1933141821,0.012
1933148093,0.11
1933151782,0.052
1933163243,0.016
1933179930,0.016
1933181261,0.166
1933201702,0.018
1933232514,0.064
1933246555,0.136
1933282727,0.186
1933308028,0.038
1933319725,0.078
1933330584,0.074
1933948854,0.502
1934029070,0.06
1934044409,0.064
1934059295,0.07
1934060193,0.044
1934080316,0.02
1934096745,0.062
1934104011,0.074
1934104607,0.322
1934104803,0.1
1934110603,0.08
1934110764,0.022
1934119611,0.146
1934126771,0.064
1934133681,0.01
1934164529,0.496
1934169345,0.622
1934174216,0.066
1934179205,0.134
1934186750,0.07
1934194127,0.44
1934322278,0.16
1934349282,0.13
1934352281,0.104
1934364523,0.042
1934372021,0.122
1934437959,0.022
1934471857,0.098
1934505427,0.204
1934556916,0.216
1934578854,0.198
1934587980,0.014
1934588231,0.076
1934612191,0.082
1934612406,0.004
1934613273,0.008
1934633828,0.136
1934641460,0.268
1934651358,0.474
1934706262,0.144
1935088907,0.056
1935168534,0.04
1935372733,0.052
1935417062,0.036
1935557815,0.592
1935640714,0.026
1935738106,0.146
1935873232,0.212
1935873298,0.048
1935873693,0.014
1935910196,0.032
1935914418,0.084
1935914693,0.038
1935919806,0.046
1935949035,0.018
1935949739,0.082
1935995692,0.018
1936004627,0.032
1936030823,0.5
1936066597,0.17
1936070280,0.056
1936112060,0.332
1936131752,0.04
1936140809,0.062
1936173599,0.114
1936761338,0.038
1936820950,0.208
1936821029,0.008
1936821509,0.076
1936823416,0.166
1936823828,0.04
1936825829,0.074
1936830096,0.2
1936832270,0.04
1936837512,0.088
1936838324,0.088
1936863889,0.008
1936865491,0.08
1936866254,0.354
1936887465,0.11
1936984402,0.012
1937020279,0.106
1937042901,0.064
1937063319,0.036
1937341313,0.184
1937352156,0.198
1937596414,0.018
1937599126,0.13
1937616641,0.12
1937616876,0.05
1937620452,0.016
1937621370,0.138
1937626423,0.118
1937628820,0.064
1937655396,0.238
1937661898,0.024
1937682668,0.142
1937690380,0.036
1937698729,0.08
1937731756,0.01
1937732367,0.268
1937734098,0.522
1937782629,0.488
1937795933,0.036
1937820122,0.108
1937827735,0.068
1937832764,0.134
1938142868,0.336
1938143566,0.038
1938152211,0.088
1938360055,0.002
1938361804,0.042
1938396053,0.108
1938400909,0.09
1938418676,0.068
1938423232,0.07
1938426703,0.21
1938428797,0.046
1938436724,0.114
1938437814,0.028
1938485732,0.006
1938494566,0.08
1938518046,0.122
1938518871,0.042
1938586423,0.062
1938608085,0.078
1938633602,0.004
1938641159,0.022
1938949861,0.314
1938967810,0.238
1938981527,0.088
1939185414,0.11
1939186102,0.012
1939186203,0.142
1939205562,0.042
1939208299,0.09
1939222049,0.018
1939222169,0.286
1939226961,0.156
1939231308,0.13
1939235896,0.078
1939239458,0.118
1939249067,0.124
1939266921,0.02
1939298832,0.438
1939305864,0.158
1939431024,0.068
1939440249,0.464
1939441508,0.118
1939444498,0.032
1939755043,0.098
1939756181,0.004
1939903409,0.118
1940085154,0.024
1940089318,0.158
1940104052,0.162
1940105118,0.144
1940106571,0.006
1940118438,0.072
1940160800,0.034
1940163085,0.16
1940163372,0.082
1940165037,0.128
1940165456,0.11
1940170096,0.066
1940171261,0.056
1940178531,0.002
1940183430,0.374
1940193642,0.116
1940203599,0.016
1940204734,0.138
1940211543,0.102
1940211837,0.034
1940216805,0.1
1940219046,0.04
1940220347,0.32
1940221609,0.25
1940225287,0.048
1940227102,0.408
1940229680,0.08
1940232499,0.19
1940241630,0.426
1940248882,0.09
1940256149,0.032
1940263217,0.056
1940292681,0.05
1940315214,0.098
1940315881,0.022
1940317413,0.114
1940345600,0.06
1940397276,0.15
1940452798,0.118
1940480259,0.044
1940497964,0.114
1940539929,0.054
1940544087,0.142
1940554140,0.098
1940566349,0.03
1940608898,0.196
1940615358,0.026
1940626024,0.204
1940677713,0.17
1940687586,0.142
1940729078,0.21
1941339446,0.21
1941339885,0.138
1941340613,0.05
1941342039,0.248
1941342691,0.132
1941343595,0.186
1941372363,0.006
1941375342,0.03
1941379097,0.118
1941787935,0.054
1941793452,0.062
1941794136,0.078
1941794161,0.12
1941794588,0.168
1941799076,0.126
1941803574,0.062
1941813861,0.118
1941835537,0.064
1941835998,0.078
1941837452,0.074
1941838721,0.168
1941843064,0.072
1941843155,0.148
1941857731,0.35
1941860538,0.202
1941883341,0.11
1941884397,0.012
1941926737,0.502
1941929688,0.3
1941990309,0.078
1942046116,0.008
1942062559,0.046
1942079452,0.018
1942083002,0.036
1942086340,0.092
1942087416,0.048
1942105636,0.118
1942417119,0.044
1942600881,0.046
1942609995,0.374
1942631768,0.304
1942656116,0.12
1942656989,0.092
1942668533,0.158
1942671479,0.024
1942675640,0.094
1942681255,0.11
1942686123,0.062
1942689093,0.072
1942700831,0.062
1942753845,0.064
1942776194,0.064
1942863558,0.088
1942876899,0.164
1942891922,0.014
1942892490,0.058
1942905431,0.042
1943200869,0.076
1943376801,0.042
1943389471,0.118
1943407976,0.114
1943421178,0.118
1943427344,0.082
1943429518,0.092
1943434409,0.154
1943434957,0.19
1943436658,0.028
1943437878,0.1
1943455699,0.058
1943492074,0.09
1943519970,0.118
1943529338,0.102
1943538093,0.21
1943550961,0.516
1943566519,0.206
1943569522,0.084
1943574659,0.212
1943580328,0.108
1943581487,0.13
1943585374,0.076
1943587708,0.342
1943598843,0.158
1943625644,0.102
1943640335,0.02
1943656803,0.006
1943657059,0.068
1943682112,0.152
1943711122,0.3
1943714907,0.408
1943727739,0.068
1943744919,0.174
1943759114,0.142
1943783983,0.066
1943787246,0.158
1943821722,0.044
1943852468,0.11
1943857707,0.494
1943903624,0.072
1943907720,0.164
1943926011,0.13
1943930834,0.098
1943946313,0.032
1943953085,0.07
1943953497,0.044
1943953725,0.134
1943966237,0.034
1943966306,0.1
1943978940,0.118
1943987592,0.078
1943992154,0.058
1944003145,0.168
1944020901,0.19
1944033886,0.074
1944053593,0.356
1944053929,0.05
1944058215,0.138
1944070513,0.186
1944071183,0.028
1944100762,0.082
1944113891,0.116
1944114307,0.08
1944117058,0.09
1944120762,0.058
1944122926,0.112
1944131412,0.126
1944144240,0.134
1944156846,0.118
1944161168,0.216
1944167220,0.074
1944168811,0.064
1944170094,0.16
1944185742,0.02
1944186673,0.462
1944235894,0.146
1944243481,0.142
1944244579,0.162
1944258142,0.076
1944269829,0.12
1944290332,0.006
1944307899,0.01
1944308198,0.166
1944313159,0.138
1944326444,0.068
1944362255,0.05
1944367959,0.14
1944391748,0.076
1944393213,0.094
1944405456,0.122
1944409684,0.112
1944410300,0.104
1944410813,0.12
1944411082,0.234
1944418145,0.102
1944423520,0.094
1944473256,0.098
1944477694,0.094
1944482768,0.18
1944493240,0.19
1944508029,0.188
1944517103,0.09
1944542136,0.026
1944581119,0.188
1944588591,0.078
1944600077,0.104
1944615970,0.188
1944621131,0.07
1944625618,0.186
1944628056,0.308
1944628334,0.102
1944638163,0.116
1944658053,0.218
1944665838,0.084
1944680830,0.136
1944683846,0.062
1944684024,0.148
1944687622,0.024
1944704846,0.16
1944712383,0.036
1944720953,0.126
1944732377,0.138
1944773912,0.142
1944779436,0.32
1944787765,0.146
1944793046,0.146
1944821263,0.09
1944828731,0.134
1944834825,0.062
1944835503,0.058
1944836880,0.086
1944842127,0.136
1944843198,0.044
1944845202,0.134
1944851965,0.404
1944856120,0.088
1944858763,0.144
1944921440,0.438
1944933034,0.054
1944945389,0.138
1944953000,0.19
1944962993,0.18
1945044899,0.194
1945045543,0.43
1945072800,0.108
1945093411,0.194
1945129609,0.2
1945140060,0.196
1945154374,0.082
1945188173,0.154
1945206734,0.042
1945207634,0.108
1945207643,0.132
1945220774,0.482
1945237654,0.092
1945249362,0.072
1945262651,0.088
1945274935,0.076
1945289538,0.138
1945309652,0.034
1945314718,0.186
1945328298,0.058
1945332228,0.07
1945340131,0.436
1945341769,0.23
1945341834,0.208
1945351572,0.08
1945352175,0.224
1945354596,0.07
1945370408,0.262
1945380343,0.06
1945408387,0.018
1945426022,0.108
1945434058,0.118
1945438376,0.204
1945444587,0.022
1945471532,0.114
1945569256,0.122
1945575557,0.112
1945587650,0.118
1945589609,0.08
1945589767,0.09
1945602467,0.106
1945605408,0.136
1945639244,0.092
1945644516,0.482
1945660675,0.06
1945664916,0.116
1945672244,0.126
1945682742,0.218
1945685238,0.098
1945687992,0.08
1945702896,0.242
1945703853,0.148
1945712300,0.072
1945733124,0.158
1945735585,0.122
1945744189,0.094
1945752634,0.158
1945753219,0.168
1945771834,0.092
1945782098,0.13
1945783082,0.06
1945785066,0.146
1945808997,0.06
1945818442,0.136
1945820473,0.194
1945828510,0.436
1945843185,0.156
1945857020,0.198
1945859109,0.086
1945863309,0.076
1945866306,0.178
1945869392,0.15
1945941026,0.172
1945941249,0.518
1945951959,0.17
1945982871,0.052
1945996728,0.18
1946019360,0.196
1946021928,0.118
1946022861,0.108
1946043148,0.198
1946045965,0.036
1946055198,0.05
1946055844,0.018
1946062877,0.096
1946071708,0.364
1946075595,0.442
1946098657,0.048
1946107520,0.076
1946113776,0.056
1946121227,0.136
1946126587,0.148
1946135030,0.134
1946142355,0.09
1946171019,0.104
1946174152,0.104
1946187991,0.442
1946205530,0.068
1946215501,0.098
1946223650,0.462
1946248226,0.08
1946251640,0.062
1946253942,0.214
1946257821,0.05
1946261922,0.18
1946268946,0.148
1946275148,0.124
1946278113,0.078
1946289054,0.414
1946382810,0.062
1946403885,0.106
1946425084,0.062
1946455680,0.018
1946455849,0.142
1946456055,0.38
1946458527,0.048
1946465851,0.056
1946466927,0.028
1946469565,0.124
1946489353,0.126
1946570872,0.068
1946577925,0.13
1946586723,0.084
1946598126,0.154
1946601287,0.166
1946604585,0.078
1946617957,0.15
1946618462,0.212
1946620013,0.092
1946629309,0.196
1946631674,0.188
1946664472,0.022
1946680325,0.02
1946686055,0.19
1946686260,0.146
1946691081,0.284
1946706805,0.146
1946709082,0.06
1946714532,0.138
1946716091,0.048
1946729287,0.102
1946734948,0.034
1946736766,0.138
1946742830,0.076
1946745445,0.206
1946776574,0.132
1946791495,0.136
1946811410,0.074
1946811462,0.112
1946812740,0.018
1946814492,0.112
1946816815,0.216
1946838292,0.102
1946866876,0.158
1946879261,0.086
1946887668,0.438
1946899844,0.076
1946903545,0.014
1946908282,0.076
1946923834,0.338
1946925178,0.088
1946927648,0.054
1946940650,0.032
1946953788,0.088
1946960159,0.126
1946999235,0.172
1947002679,0.03
1947021789,0.158
1947022302,0.154
1947024202,0.338
1947024450,0.434
1947033361,0.152
1947051920,0.096
1947060808,0.02
1947064343,0.01
1947083166,0.09
1947087988,0.152
1947095943,0.116
1947100868,0.074
1947102191,0.086
1947123940,0.154
1947125007,0.032
1947146904,0.044
1947158908,0.096
1947174963,0.136
1947176437,0.142
1947184402,0.122
1947191842,0.052
1947195481,0.146
1947197872,0.108
1947203286,0.058
1947213927,0.026
1947238492,0.138
1947243030,0.176
1947246388,0.074
1947278072,0.1
1947284426,0.162
1947290688,0.128
1947293961,0.042
1947301282,0.114
1947303589,0.12
1947317638,0.09
1947331591,0.042
1947334985,0.18
1947338555,0.498
1947356857,0.19
1947366953,0.11
1947374337,0.064
1947375776,0.226
1947377501,0.152
1947378401,0.214
1947378403,0.164
1947380870,0.226
1947384525,0.066
1947399046,0.132
1947400157,0.414
1947402630,0.074
1947404071,0.02
1947410086,0.17
1947424663,0.112
1947445820,0.102
1947450862,0.198
1947453552,0.066
1947457161,0.14
1947466801,0.036
1947477980,0.488
1947478466,0.12
1947489605,0.082
1947492571,0.06
1947494010,0.184
1947501044,0.108
1947554202,0.324
1947555432,0.07
1947555961,0.022
1947579877,0.088
1947593202,0.006
1947597265,0.076
1947602129,0.014
1947616280,0.27
1947630416,0.042
1947634562,0.024
1947635556,0.14
1947657026,0.032
1947658319,0.26
1947679342,0.068
1947686616,0.184
1947696853,0.116
1947802626,0.188
1948147949,0.022
1948250338,0.104
1948260522,0.134
1948328376,0.036
1948329255,0.088
1948329631,0.166
1948348316,0.034
1948351464,0.118
1948352772,0.146
1948367832,0.454
1948411122,0.428
1948418555,0.048
1948420395,0.158
1948421898,0.044
1948425587,0.052
1948437474,0.062
1948437819,0.18
1948439556,0.1
1948440972,0.49
1948444840,0.038
1948454439,0.062
1948461897,0.022
1948475535,0.106
1948478045,0.26
1948483281,0.02
1948491097,0.122
1948494498,0.07
1948536611,0.206
1948539462,0.06
1948559075,0.09
1948569037,0.104
1948569869,0.086
1948574826,0.032
1948595111,0.126
1948605674,0.184
1948606516,0.068
1948607777,0.032
1948610013,0.03
1948632512,0.132
1948636757,0.076
1948654242,0.148
1948659657,0.442
1948675143,0.096
1948713033,0.056
1948713856,0.17
1948739276,0.214
1948744393,0.174
1948760303,0.082
1948761401,0.246
1948775682,0.104
1948778073,0.124
1948780558,0.076
1948797805,0.01
1948804950,0.098
1948813026,0.086
1948816031,0.132
1948836870,0.084
1948844767,0.154
1948846419,0.102
1948850614,0.116
1948866353,0.126
1948867816,0.064
1948873168,0.086
1948875859,0.164
1948876656,0.174
1948903673,0.12
1948925488,0.062
1948927932,0.166
1948930892,0.16
1948933357,0.088
1948935553,0.09
1948937234,0.07
1948969331,0.22
1948974242,0.134
1948980014,0.096
1948998149,0.074
1949014925,0.062
1949019876,0.102
1949052447,0.21
1949053428,0.11
1949056336,0.158
1949060017,0.034
1949092959,0.202
1949101363,0.184
1949109386,0.096
1949117853,0.13
1949142623,0.058
1949149891,0.106
1949152176,0.174
1949156488,0.058
1949192359,0.172
1949197238,0.566
1949209078,0.038
1949213590,0.094
1949216108,0.134
1949249040,0.07
1949252110,0.39
1949258860,0.096
1949258913,0.03
